LandCover_3_Deciduousbroadleaf,x,y
3.0,100.62500805,23.54166855
0.0,94.37500755,15.62500125
23.0,105.62500845,12.70833435
0.0,143.54167815,-39.79166985
0.0,146.04167835,-41.04166995
0.0,106.45834185,11.45833425
0.0,-119.79167625,37.70833635
0.0,-5.62500045000002,38.95833645
0.0,-111.45834225,34.79166945
0.0,-72.70833915,-40.62500325
0.0,-73.95833925,-42.29167005
0.0,115.62500925,-33.54166935
0.0,140.62501125,-33.95833605
25.0,123.12500985,-31.04166915
0.0,-5.20833375000001,57.70833795
0.0,118.12500945,6.04166714999999
0.0,115.20834255,-8.95833405
0.0,121.87500975,-2.70833355000001
0.0,99.37500795,6.87500055
0.0,107.70834195,12.70833435
0.0,7.29166724999999,58.12500465
0.0,85.20834015,19.37500155
0.0,118.95834285,23.12500185
0.0,-113.12500905,35.62500285
0.0,128.54167695,38.95833645
0.0,-104.37500835,41.45833665
0.0,150.20834535,-8.95833405
0.0,96.87500775,2.29166685
0.0,93.54167415,21.87500175
0.0,72.29167245,36.87500295
0.0,117.70834275,29.37500235
0.0,135.62501085,-12.29166765
0.0,148.54167855,-34.79166945
0.0,134.79167745,-31.87500255
0.0,-61.45833825,48.95833725
0.0,120.62500965,0.208333350000004
0.0,133.12501065,-4.37500035000001
0.0,-81.45833985,41.87500335
0.0,-92.70834075,17.29166805
0.0,-6.45833385,39.37500315
8.0,97.70834115,18.95833485
0.0,133.95834405,-11.87500095
0.0,97.70834115,2.70833354999999
0.0,105.20834175,-3.12500025
0.0,-106.45834185,28.12500225
0.0,83.12500665,28.54166895
0.0,97.70834115,3.12500025
0.0,123.95834325,-30.20833575
0.0,90.20834055,21.87500175
0.0,122.70834315,-30.20833575
0.0,95.20834095,16.45833465
0.0,135.62501085,-12.70833435
0.0,118.12500945,-35.20833615
0.0,93.95834085,24.79166865
0.0,-110.62500885,33.12500265
0.0,97.70834115,3.95833365
0.0,140.20834455,-8.95833405
0.0,99.37500795,16.87500135
0.0,151.04167875,-8.54166735
0.0,-7.70833395000002,37.70833635
0.0,26.45833545,39.79166985
0.0,143.95834485,-34.37500275
0.0,98.54167455,0.208333350000004
0.0,53.54167095,53.95833765
0.0,-103.95834165,21.87500175
0.0,165.62501325,-22.29166845
0.0,-1.45833345,51.04167075
38.0,98.95834125,19.79166825
0.0,147.29167845,-38.54166975
0.0,137.29167765,-30.20833575
37.0,-72.70833915,-48.95833725
0.0,115.62500925,6.45833385
11.0,150.62501205,-32.29166925
4.0,107.70834195,33.95833605
0.0,130.20834375,-27.29166885
0.0,-108.54167535,34.37500275
0.0,-92.29167405,16.45833465
0.0,-101.87500815,42.29167005
0.0,137.70834435,-32.29166925
9.0,93.95834085,22.70833515
5.0,98.54167455,17.70833475
0.0,101.45834145,-0.625000049999997
0.0,-101.45834145,29.37500235
0.0,-71.04167235,-41.45833665
0.0,92.70834075,26.45833545
14.0,-93.54167415,16.87500135
0.0,49.37500395,37.70833635
0.0,-105.62500845,35.62500285
0.0,-6.87500055000001,37.70833635
0.0,111.04167555,19.37500155
0.0,107.29167525,15.20833455
0.0,-75.20833935,39.79166985
0.0,135.62501085,-15.20833455
0.0,108.54167535,19.79166825
0.0,121.45834305,28.12500225
0.0,-79.37500635,32.29166925
0.0,-6.87500055000001,38.12500305
0.0,147.70834515,-19.37500155
0.0,99.79167465,1.45833345
0.0,141.45834465,-36.87500295
6.0,100.20834135,23.54166855
0.0,141.45834465,-32.29166925
0.0,100.20834135,9.79166744999999
0.0,168.12501345,-16.45833465
7.0,146.87501175,-42.29167005
0.0,-122.70834315,40.20833655
0.0,127.70834355,-8.12500065
0.0,81.04167315,16.04166795
0.0,91.87500735,29.79166905
0.0,149.37501195,-36.45833625
0.0,140.20834455,-36.45833625
0.0,108.95834205,20.20833495
21.0,-96.04167435,16.87500135
0.0,121.45834305,-33.12500265
0.0,153.12501225,47.70833715
0.0,132.29167725,-31.87500255
0.0,98.12500785,8.54166735
0.0,35.20833615,33.54166935
0.0,140.20834455,-33.12500265
0.0,106.87500855,11.04166755
0.0,-0.208333350000004,38.54166975
0.0,-100.62500805,19.79166825
14.0,109.37500875,23.95833525
0.0,-71.45833905,-43.12500345
0.0,123.12500985,0.625000049999997
0.0,98.95834125,15.62500125
0.0,8.54166734999998,45.20833695
0.0,151.04167875,-27.29166885
0.0,99.79167465,10.62500085
0.0,146.87501175,-38.95833645
17.0,48.95833725,37.29166965
0.0,108.12500865,15.20833455
0.0,-101.04167475,24.79166865
0.0,135.62501085,-33.12500265
0.0,119.37500955,-10.20833415
0.0,-73.54167255,-45.20833695
0.0,96.04167435,4.37500034999999
0.0,116.04167595,2.29166685
0.0,90.62500725,28.12500225
0.0,124.79167665,-14.79166785
0.0,92.70834075,8.54166735
0.0,99.37500795,14.79166785
5.0,105.20834175,13.54166775
0.0,99.79167465,11.87500095
0.0,146.45834505,-36.87500295
0.0,123.95834325,-8.12500065
0.0,-6.87500055000001,38.95833645
0.0,121.04167635,-8.95833405
0.0,121.45834305,-10.62500085
0.0,132.29167725,-11.87500095
0.0,128.12501025,32.70833595
20.0,106.45834185,12.70833435
10.0,148.54167855,-35.20833615
0.0,86.04167355,28.95833565
0.0,146.04167835,-17.70833475
0.0,-4.37500035000002,53.12500425
0.0,173.95834725,-36.87500295
0.0,75.62500605,11.45833425
0.0,-120.20834295,33.95833605
0.0,147.29167845,-43.54167015
0.0,138.54167775,-17.29166805
0.0,124.37500995,-15.20833455
0.0,-94.79167425,36.45833625
0.0,-157.70834595,63.12500505
0.0,146.04167835,-6.45833385
0.0,110.20834215,50.20833735
0.0,-77.70833955,55.62500445
0.0,145.20834495,-38.12500305
13.0,98.54167455,21.04166835
0.0,106.45834185,-6.87500055
0.0,149.79167865,-34.79166945
0.0,116.87500935,-35.62500285
0.0,116.87500935,-0.625000049999997
25.0,105.20834175,17.70833475
0.0,-71.45833905,-38.12500305
0.0,166.45834665,-15.62500125
0.0,142.70834475,-8.95833405
0.0,131.87501055,-11.04166755
0.0,-113.95834245,56.04167115
0.0,126.87501015,-8.12500065
0.0,75.62500605,12.70833435
0.0,117.29167605,1.04166675
0.0,-105.62500845,26.45833545
0.0,121.04167635,-2.29166685
0.0,-99.79167465,29.79166905
0.0,139.37501115,-35.20833615
50.0,94.37500755,23.12500185
0.0,148.54167855,-38.12500305
0.0,-109.37500875,30.20833575
0.0,93.54167415,6.45833385
0.0,106.04167515,15.20833455
0.0,119.37500955,-5.20833375000001
0.0,114.37500915,21.87500175
0.0,-71.04167235,-37.29166965
0.0,115.62500925,-7.29166725
0.0,146.87501175,-38.54166975
0.0,137.70834435,-5.20833375000001
