GTOPO30_SLOPE_reduced,x,y
25.0,103.54167495,31.45833585
0.0,143.95834485,-15.20833455
-9999.0,26.04166875,35.62500285
1.0,-95.20834095,34.37500275
-9999.0,-68.95833885,-55.62500445
-9999.0,128.54167695,-8.54166735
0.0,92.70834075,26.45833545
0.0,134.79167745,-31.04166915
0.0,114.37500915,-26.87500215
11.0,93.95834085,25.20833535
-9999.0,-4.79166705,49.79167065
-9999.0,-74.79167265,-43.54167015
8.0,-92.29167405,16.87500135
0.0,101.87500815,5.62500045
6.0,140.62501125,36.87500295
-9999.0,92.70834075,20.20833495
1.0,144.79167825,-16.04166795
-9999.0,166.87501335,-20.62500165
-9999.0,96.87500775,1.87500014999999
0.0,-98.54167455,37.29166965
-9999.0,105.20834175,-6.45833385
-9999.0,123.54167655,1.04166675
6.0,100.62500805,20.20833495
-9999.0,117.29167605,-35.62500285
2.0,136.45834425,36.04166955
0.0,133.54167735,-13.12500105
-9999.0,131.87501055,-11.45833425
8.0,107.70834195,14.37500115
-9999.0,129.37501035,30.20833575
7.0,93.54167415,31.04166915
4.0,106.04167515,15.20833455
5.0,97.70834115,26.87500215
8.0,96.87500775,18.54166815
4.0,12.70833435,63.54167175
-9999.0,-1.04166675000002,55.62500445
5.0,100.62500805,19.79166825
-9999.0,4.37500034999999,61.45833825
-9999.0,121.87500975,24.79166865
-9999.0,98.95834125,6.87500055
1.0,98.95834125,19.37500155
-9999.0,131.45834385,-3.95833365
0.0,145.20834495,-38.12500305
2.0,104.79167505,23.95833525
-9999.0,98.12500785,0.208333350000004
3.0,104.37500835,-5.20833375000001
0.0,96.04167435,4.37500034999999
0.0,118.54167615,5.62500045
0.0,-105.62500845,43.12500345
-9999.0,134.37501075,-33.95833605
1.0,-67.70833875,-54.79167105
0.0,111.87500895,1.87500014999999
0.0,-110.62500885,31.45833585
5.0,-101.04167475,21.87500175
3.0,97.29167445,52.70833755
4.0,97.29167445,21.04166835
2.0,115.62500925,5.20833374999999
-9999.0,72.70833915,18.12500145
-9999.0,153.95834565,-28.12500225
0.0,150.20834535,-23.54166855
4.0,103.54167495,11.45833425
-9999.0,96.45834105,16.45833465
0.0,89.79167385,21.87500175
-9999.0,143.12501145,-9.37500075
0.0,130.20834375,-27.29166885
9.0,117.70834275,8.95833404999999
0.0,-96.87500775,38.54166975
-9999.0,145.20834495,-38.54166975
2.0,103.12500825,23.54166855
2.0,116.87500935,5.62500045
3.0,103.12500825,2.70833354999999
1.0,-71.04167235,-52.29167085
-9999.0,134.79167745,-6.87500055
5.0,-100.20834135,24.79166865
14.0,96.45834105,4.37500034999999
-9999.0,139.37501115,-36.87500295
0.0,116.87500935,-32.29166925
-9999.0,146.45834505,-17.29166805
2.0,111.04167555,28.12500225
0.0,16.45833465,54.37500435
0.0,141.87501135,-33.54166935
-9999.0,115.62500925,-32.29166925
1.0,-2.29166685000001,55.20833775
-9999.0,91.87500735,21.04166835
-9999.0,4.79166705,59.79167145
0.0,167.29168005,-16.04166795
1.0,-71.87500575,-37.29166965
1.0,-104.79167505,41.87500335
-9999.0,102.29167485,-4.37500035000001
-9999.0,130.62501045,30.20833575
0.0,51.04167075,56.04167115
0.0,137.70834435,-5.20833375000001
1.0,-100.62500805,33.95833605
18.0,-104.79167505,23.12500185
0.0,91.04167395,25.62500205
2.0,98.54167455,17.70833475
-9999.0,128.54167695,-8.12500065
0.0,-82.70833995,40.20833655
8.0,99.79167465,31.04166915
1.0,114.79167585,-28.54166895
7.0,98.54167455,53.12500425
0.0,17.29166805,48.54167055
2.0,98.95834125,11.45833425
6.0,121.87500975,-2.70833355000001
3.0,110.62500885,28.54166895
-9999.0,105.20834175,-1.45833345
0.0,101.45834145,-1.45833345
-9999.0,133.95834405,-6.87500055
-9999.0,127.29167685,-2.70833355000001
2.0,-106.87500855,28.95833565
-9999.0,121.87500975,23.12500185
4.0,-106.45834185,23.95833525
0.0,-75.20833935,39.79166985
2.0,-5.62500045000002,39.37500315
-9999.0,137.70834435,-33.12500265
11.0,-98.95834125,17.70833475
0.0,110.62500885,-0.625000049999997
0.0,-87.29167365,38.12500305
0.0,94.37500755,27.29166885
1.0,108.12500865,14.37500115
1.0,148.95834525,-33.54166935
7.0,146.04167835,-6.45833385
0.0,100.62500805,15.62500125
0.0,-71.04167235,-39.79166985
1.0,145.62501165,-17.29166805
6.0,98.95834125,25.20833535
9.0,148.12501185,-9.37500075
2.0,-74.37500595,-47.70833715
0.0,103.95834165,-2.70833355000001
2.0,91.45834065,28.54166895
-9999.0,80.62500645,13.12500105
0.0,105.20834175,12.29166765
-9999.0,98.54167455,-0.208333350000004
3.0,100.62500805,19.37500155
-9999.0,137.29167765,-13.95833445
-9999.0,122.70834315,30.20833575
1.0,99.37500795,8.54166735
0.0,-157.70834595,63.12500505
-9999.0,116.45834265,6.45833385
3.0,110.20834215,-1.04166675
-9999.0,177.29168085,-39.37500315
11.0,71.04167235,36.45833625
9.0,16.45833465,38.54166975
0.0,138.54167775,-32.70833595
23.0,-99.79167465,24.79166865
-9999.0,-1.04166675000002,50.20833735
0.0,103.12500825,11.45833425
8.0,108.12500865,48.95833725
0.0,141.87501135,-33.12500265
-9999.0,-106.04167515,21.45833505
-9999.0,113.54167575,-27.29166885
0.0,-101.04167475,27.70833555
5.0,107.29167525,15.62500125
1.0,116.04167595,2.29166685
2.0,114.79167585,3.95833365
0.0,-99.79167465,23.12500185
1.0,148.12501185,-41.04166995
0.0,9.37500075,55.20833775
0.0,101.87500815,17.29166805
0.0,12.70833435,56.04167115
-9999.0,108.54167535,1.87500014999999
-9999.0,41.04166995,41.45833665
0.0,140.62501125,-30.20833575
0.0,-97.70834115,29.79166905
-9999.0,127.29167685,4.79166705
-9999.0,129.79167705,-11.87500095
-9999.0,168.12501345,-15.20833455
-9999.0,153.12501225,-26.04166875
-9999.0,115.62500925,5.62500045
1.0,126.87501015,36.04166955
-9999.0,109.37500875,-1.87500015000001
0.0,131.87501055,-12.29166765
-9999.0,115.20834255,5.62500045
0.0,-90.20834055,31.04166915
0.0,112.70834235,2.70833354999999
2.0,149.79167865,-31.45833585
0.0,141.87501135,-13.54166775
6.0,146.87501175,-7.70833395
0.0,132.70834395,-12.29166765
-9999.0,144.37501155,-38.12500305
0.0,-99.79167465,16.87500135
-9999.0,141.45834465,-11.87500095
6.0,22.70833515,38.95833645
-9999.0,100.62500805,2.70833354999999
12.0,93.95834085,23.54166855
7.0,-108.54167535,28.95833565
1.0,116.87500935,4.37500034999999
-9999.0,115.20834255,-32.29166925
1.0,-101.45834145,24.79166865
-9999.0,145.62501165,-15.62500125
2.0,103.54167495,19.79166825
6.0,102.70834155,19.79166825
3.0,-6.45833385,37.70833635
5.0,100.62500805,23.54166855
1.0,-90.20834055,14.79166785
5.0,104.37500835,23.95833525
0.0,-6.04166715000002,40.20833655
-9999.0,161.04167955,-10.62500085
0.0,147.29167845,-38.12500305
0.0,108.95834205,13.95833445
0.0,104.79167505,28.95833565
3.0,-5.20833375000001,39.37500315
-9999.0,126.45834345,-8.95833405
1.0,133.54167735,53.95833765
-9999.0,136.45834425,-11.45833425
11.0,151.87501215,-31.45833585
0.0,-83.12500665,43.54167015
-9999.0,127.29167685,-7.29166725
-9999.0,141.87501135,-10.62500085
-9999.0,143.95834485,-14.37500115
0.0,142.29167805,-8.95833405
0.0,106.04167515,13.12500105
0.0,136.45834425,-12.29166765
-9999.0,106.04167515,18.54166815
-9999.0,-100.20834135,16.87500135
0.0,-74.79167265,39.37500315
-9999.0,34.79166945,33.12500265
7.0,115.20834255,4.37500034999999
2.0,-105.20834175,32.70833595
0.0,103.54167495,18.12500145
-9999.0,94.79167425,15.62500125
