ISRICSOILGRIDS_new_average_nitrogen_reduced,x,y
88.0,143.95834485,-32.70833595
105.0,142.70834475,-32.70833595
213.0,145.62501165,-7.29166725
149.0,105.62500845,23.95833525
-9999.0,98.54167455,8.12500065
157.0,103.12500825,2.70833354999999
317.0,95.20834095,16.04166795
163.0,106.45834185,13.95833445
95.0,98.95834125,18.95833485
162.0,106.87500855,12.29166765
-9999.0,79.37500635,9.37500075
-9999.0,145.62501165,-14.79166785
128.0,-110.62500885,47.70833715
-9999.0,134.37501075,-7.29166725
87.0,-108.95834205,33.12500265
95.0,-105.62500845,34.79166945
77.0,-101.87500815,26.87500215
152.0,105.20834175,14.37500115
170.0,92.29167405,29.37500235
278.0,-94.79167425,38.95833645
273.0,106.45834185,14.37500115
154.0,106.04167515,-2.29166685
116.0,100.62500805,17.70833475
57.0,117.29167605,-34.37500275
123.0,-111.87500895,40.20833655
110.0,149.79167865,-23.12500185
165.0,153.12501225,-28.12500225
-9999.0,137.29167765,-13.95833445
-9999.0,109.37500875,13.12500105
49.0,135.62501085,-13.54166775
43.0,133.54167735,-30.20833575
-9999.0,148.54167855,-38.12500305
-9999.0,119.79167625,-35.62500285
72.0,102.70834155,17.70833475
210.0,-98.54167455,50.20833735
136.0,-93.12500745,41.04166995
39.0,130.62501045,-26.87500215
-9999.0,159.79167945,-11.45833425
-9999.0,-67.29167205,-55.62500445
221.0,-106.45834185,26.04166875
36.0,132.29167725,-27.70833555
112.0,-101.04167475,24.79166865
254.0,74.79167265,33.54166935
-9999.0,128.12501025,-8.12500065
106.0,95.62500765,17.29166805
72.0,138.12501105,-32.70833595
-9999.0,-135.20834415,67.70833875
-9999.0,111.04167555,21.04166835
159.0,105.62500845,12.70833435
133.0,88.54167375,22.70833515
57.0,140.62501125,-32.70833595
-9999.0,146.87501175,-18.54166815
118.0,-106.87500855,42.70833675
261.0,147.29167845,-7.70833395
203.0,114.37500915,-0.208333350000004
-9999.0,120.62500965,-1.87500015000001
181.0,148.12501185,-36.45833625
-9999.0,88.54167375,21.45833505
-9999.0,7.29166724999999,37.29166965
-9999.0,161.87501295,-9.79166745000001
70.0,123.12500985,-31.45833585
49.0,103.12500825,16.04166795
-9999.0,-71.45833905,-41.04166995
103.0,-96.45834105,33.54166935
165.0,147.29167845,-37.29166965
169.0,103.12500825,11.45833425
244.0,-96.04167435,39.37500315
91.0,110.20834215,19.79166825
201.0,-99.79167465,18.54166815
77.0,142.70834475,-32.29166925
172.0,21.04166835,38.54166975
104.0,111.45834225,-7.70833395
137.0,11.87500095,42.70833675
-9999.0,-73.54167255,-42.70833675
157.0,97.70834115,18.12500145
75.0,-90.20834055,31.04166915
197.0,116.87500935,4.79166705
37.0,138.54167775,-30.20833575
119.0,-4.79166705,39.37500315
83.0,150.20834535,-25.20833535
157.0,101.04167475,5.62500045
156.0,151.04167875,-26.04166875
73.0,-101.04167475,27.29166885
72.0,-110.20834215,33.12500265
381.0,101.87500815,-2.70833355000001
42.0,118.12500945,-29.79166905
-9999.0,98.54167455,-0.208333350000004
98.0,115.62500925,-33.95833605
248.0,113.95834245,0.208333350000004
249.0,116.87500935,3.54166694999999
169.0,111.87500895,-1.45833345
-9999.0,118.12500945,-8.12500065
-9999.0,108.12500865,16.87500135
260.0,107.70834195,16.45833465
-9999.0,116.87500935,-9.37500075
-9999.0,122.29167645,31.04166915
116.0,108.95834205,11.45833425
191.0,91.87500735,30.20833575
38.0,130.20834375,-29.37500235
182.0,117.70834275,2.29166685
-9999.0,129.79167705,-13.12500105
179.0,-98.95834125,21.45833505
133.0,97.29167445,4.79166705
120.0,-98.95834125,20.20833495
112.0,103.54167495,17.70833475
230.0,132.70834395,-12.29166765
102.0,113.12500905,30.20833575
-9999.0,4.37500034999999,61.04167155
-9999.0,109.37500875,-0.625000049999997
-9999.0,124.79167665,13.12500105
135.0,106.04167515,16.45833465
-9999.0,117.29167605,6.87500055
148.0,109.79167545,31.04166915
346.0,93.54167415,22.70833515
499.0,142.70834475,-6.04166715000001
-9999.0,103.95834165,-5.62500045
204.0,102.70834155,21.04166835
58.0,142.29167805,-11.45833425
198.0,113.95834245,-0.208333350000004
264.0,138.12501105,35.62500285
130.0,-76.04167275,39.79166985
281.0,108.12500865,48.95833725
49.0,138.54167775,-30.62500245
107.0,-98.12500785,33.12500265
290.0,119.79167625,-1.87500015000001
-9999.0,88.95834045,21.45833505
241.0,116.04167595,2.70833354999999
89.0,144.79167825,-15.20833455
98.0,-99.37500795,23.54166855
215.0,100.20834135,-0.625000049999997
-9999.0,-115.62500925,61.04167155
-9999.0,35.62500285,35.62500285
64.0,-88.95834045,31.04166915
149.0,151.45834545,-29.79166905
147.0,106.45834185,11.45833425
-9999.0,132.29167725,-32.29166925
353.0,101.04167475,51.45833745
-9999.0,128.54167695,-7.29166725
149.0,152.29167885,-26.45833545
-9999.0,103.95834165,9.37500075
218.0,106.45834185,15.20833455
-9999.0,-86.45834025,42.29167005
389.0,-98.12500785,16.87500135
-9999.0,166.87501335,-14.79166785
325.0,120.20834295,-1.45833345
-9999.0,118.54167615,-8.12500065
132.0,99.79167465,12.29166765
