LandCover_6_Herbaceous,x,y
0.0,144.37501155,-41.45833665
0.0,108.95834205,18.95833485
0.0,151.45834545,-31.87500255
17.0,123.54167655,-30.62500245
0.0,139.37501115,-33.95833605
0.0,114.37500915,0.625000049999997
0.0,120.62500965,21.45833505
0.0,151.45834545,-26.45833545
0.0,27.29166885,39.37500315
0.0,113.95834245,3.54166694999999
0.0,113.12500905,0.625000049999997
0.0,91.04167395,22.29166845
0.0,101.04167475,-0.208333350000004
18.0,-72.29167245,-42.29167005
0.0,113.95834245,-27.70833555
37.0,-120.62500965,43.95833685
16.0,-4.79166705,40.20833655
36.0,91.45834065,28.12500225
49.0,-71.87500575,-51.87500415
0.0,11.87500095,58.12500465
0.0,158.12501265,-7.70833395
23.0,-5.62500045000002,39.37500315
24.0,-2.70833355000002,53.54167095
0.0,122.29167645,-8.12500065
0.0,124.79167665,13.12500105
0.0,115.20834255,4.79166705
0.0,115.62500925,-33.12500265
0.0,-123.54167655,38.54166975
5.0,-108.12500865,29.79166905
0.0,118.54167615,-3.54166695000001
0.0,126.87501015,26.04166875
0.0,129.37501035,28.95833565
0.0,-88.54167375,14.37500115
0.0,-93.12500745,15.62500125
0.0,10.20833415,36.87500295
0.0,131.87501055,35.62500285
0.0,153.54167895,-25.62500205
0.0,99.79167465,5.62500045
0.0,127.29167685,-7.70833395
0.0,150.62501205,-23.95833525
0.0,117.29167605,27.70833555
10.0,-1.45833345,52.70833755
0.0,141.45834465,-12.29166765
11.0,147.29167845,-42.70833675
76.0,-96.04167435,38.95833645
0.0,109.37500875,23.95833525
84.0,-104.79167505,42.70833675
0.0,-90.20834055,15.20833455
0.0,-157.70834595,64.79167185
0.0,-101.04167475,18.95833485
0.0,150.20834535,-21.45833505
0.0,-101.04167475,23.12500185
35.0,149.37501195,-34.37500275
28.0,-83.95834005,40.20833655
14.0,-102.70834155,23.12500185
0.0,107.70834195,3.95833365
0.0,22.70833515,37.70833635
0.0,138.95834445,-8.12500065
0.0,134.79167745,-33.54166935
0.0,103.12500825,-4.79166705
0.0,123.12500985,-2.29166685
0.0,-105.62500845,26.45833545
8.0,86.87500695,27.70833555
0.0,-155.20834575,66.04167195
11.0,98.95834125,25.20833535
0.0,149.37501195,-33.95833605
0.0,121.04167635,-32.29166925
0.0,-104.79167505,20.20833495
0.0,118.54167615,25.62500205
0.0,167.70834675,-29.37500235
0.0,146.87501175,-43.54167015
0.0,102.29167485,19.79166825
11.0,-111.87500895,40.20833655
19.0,148.54167855,-35.20833615
7.0,-93.95834085,38.95833645
0.0,148.95834525,-38.12500305
0.0,96.45834105,20.62500165
0.0,-2.29166685000001,41.04166995
0.0,97.70834115,18.95833485
0.0,167.70834675,-28.95833565
9.0,-76.04167275,40.20833655
0.0,-103.54167495,20.20833495
0.0,-97.70834115,36.87500295
0.0,-118.54167615,38.95833645
0.0,101.45834145,23.54166855
0.0,94.37500755,25.62500205
0.0,141.45834465,-14.79166785
37.0,75.62500605,33.54166935
0.0,141.04167795,-16.87500135
18.0,-110.20834215,31.87500255
0.0,153.12501225,-28.54166895
0.0,102.29167485,-1.04166675
0.0,126.45834345,-7.70833395
39.0,123.12500985,-16.87500135
0.0,80.20833975,11.87500095
