ISRICSOILGRIDS_new_average_coarsefragmentpercent_reduced,x,y
6.0,142.70834475,-9.37500075
6.0,150.62501205,-23.12500185
21.0,-103.12500825,22.70833515
18.0,136.45834425,-32.70833595
10.0,-6.45833385,37.29166965
5.0,26.45833545,42.29167005
12.0,145.62501165,-38.54166975
23.0,98.54167455,20.20833495
21.0,95.62500765,26.45833545
4.0,-84.79167345,38.54166975
3.0,141.45834465,-8.12500065
-9999.0,116.87500935,6.87500055
23.0,101.04167475,21.87500175
1.0,-86.04167355,42.29167005
6.0,148.12501185,-33.54166935
9.0,110.20834215,1.45833345
26.0,99.37500795,23.95833525
13.0,119.79167625,-2.70833355000001
13.0,-91.45834065,15.62500125
15.0,99.37500795,13.54166775
6.0,109.79167545,0.625000049999997
6.0,151.87501215,-25.20833535
19.0,-101.04167475,23.95833525
23.0,100.62500805,23.54166855
17.0,120.62500965,-32.29166925
-9999.0,114.79167585,-33.95833605
15.0,112.70834235,2.70833354999999
7.0,124.79167665,8.95833404999999
13.0,-5.62500045000002,35.62500285
12.0,143.12501145,-37.70833635
-9999.0,131.45834385,31.04166915
10.0,88.54167375,51.45833745
4.0,139.37501115,-6.45833385
20.0,97.29167445,20.20833495
7.0,144.37501155,-33.54166935
12.0,146.45834505,-32.29166925
-9999.0,23.95833525,-34.37500275
-9999.0,-2.70833355000002,58.12500465
-9999.0,-1.87500015000001,56.04167115
11.0,146.87501175,-38.54166975
19.0,-113.12500905,34.79166945
17.0,-99.37500795,17.29166805
-9999.0,117.29167605,9.37500075
-9999.0,150.62501205,-8.54166735
-9999.0,117.29167605,-1.04166675
22.0,-101.04167475,25.20833535
12.0,151.45834545,-31.45833585
13.0,16.45833465,38.95833645
12.0,123.12500985,-33.54166935
-9999.0,120.62500965,21.45833505
15.0,-89.79167385,14.37500115
9.0,133.95834405,-14.79166785
18.0,103.12500825,23.54166855
14.0,-109.79167545,38.54166975
21.0,-102.70834155,18.12500145
2.0,141.45834465,-15.62500125
8.0,89.79167385,21.87500175
-9999.0,93.12500745,12.70833435
23.0,-71.45833905,-42.29167005
-9999.0,139.37501115,-36.87500295
19.0,-71.04167235,-40.62500325
35.0,-70.62500565,-36.04166955
18.0,99.79167465,21.87500175
11.0,149.79167865,-30.62500245
23.0,-103.95834165,20.62500165
3.0,153.54167895,-28.54166895
19.0,-103.54167495,21.87500175
-9999.0,106.45834185,3.54166694999999
7.0,168.12501345,-15.62500125
2.0,111.87500895,0.625000049999997
4.0,115.62500925,3.12500025
17.0,147.29167845,-38.12500305
-9999.0,138.95834445,-36.04166955
-9999.0,48.95833725,54.79167105
4.0,120.20834295,23.12500185
10.0,141.45834465,-34.37500275
-9999.0,-76.04167275,34.37500275
1.0,55.20833775,54.37500435
7.0,116.87500935,5.62500045
7.0,-105.62500845,34.79166945
