ISRICSOILGRIDS_new_average_claypercent_reduced,x,y
31.0,106.04167515,20.20833495
-9999.0,96.45834105,16.45833465
-9999.0,3.54166694999998,39.79166985
-9999.0,-70.20833895,-55.20833775
-9999.0,-84.37500675,9.37500075
30.0,150.62501205,-30.62500245
-9999.0,123.54167655,0.208333350000004
34.0,96.45834105,4.79166705
34.0,98.95834125,17.29166805
46.0,-99.37500795,18.12500145
25.0,143.12501145,-13.54166775
32.0,103.12500825,12.29166765
16.0,149.37501195,-37.70833635
-9999.0,108.12500865,-1.45833345
-9999.0,-108.95834205,23.54166855
26.0,141.04167795,-34.79166945
-9999.0,119.37500955,-36.04166955
25.0,141.87501135,-16.45833465
18.0,133.54167735,-30.62500245
26.0,121.87500975,-32.70833595
31.0,8.95833404999999,44.79167025
35.0,103.54167495,11.87500095
30.0,97.29167445,25.62500205
31.0,17.29166805,43.12500345
17.0,-73.12500585,-44.79167025
19.0,133.12501065,-11.87500095
36.0,110.62500885,1.04166675
32.0,118.12500945,1.45833345
31.0,165.20834655,-21.04166835
-9999.0,97.29167445,12.70833435
20.0,142.29167805,-13.54166775
25.0,99.79167465,8.95833404999999
-9999.0,139.37501115,-36.45833625
-9999.0,120.20834295,22.70833515
17.0,-72.29167245,-39.79166985
-9999.0,81.04167315,15.62500125
-9999.0,143.95834485,-14.37500115
32.0,108.95834205,14.79166785
13.0,70.20833895,36.04166955
-9999.0,118.54167615,-2.29166685
39.0,95.20834095,16.45833465
22.0,141.04167795,-35.20833615
45.0,-101.45834145,19.79166825
-9999.0,123.54167655,-16.87500135
-9999.0,113.54167575,-27.29166885
34.0,98.12500785,18.54166815
-9999.0,136.87501095,-11.04166755
-9999.0,93.95834085,16.45833465
30.0,131.04167715,-8.12500065
30.0,145.20834495,-18.54166815
20.0,120.62500965,-31.87500255
45.0,-101.04167475,17.70833475
36.0,99.79167465,-0.208333350000004
27.0,110.20834215,24.37500195
30.0,165.62501325,-21.45833505
39.0,-100.20834135,26.87500215
45.0,-98.95834125,18.54166815
20.0,148.12501185,-40.20833655
17.0,153.54167895,-28.54166895
-9999.0,23.12500185,37.29166965
-9999.0,137.29167765,-12.29166765
22.0,-118.54167615,38.54166975
36.0,98.12500785,3.12500025
23.0,130.20834375,-14.79166785
26.0,-1.45833345,51.45833745
-9999.0,-105.62500845,21.04166835
26.0,53.54167095,53.95833765
25.0,101.87500815,15.20833455
32.0,93.54167415,23.95833525
26.0,136.45834425,-3.95833365
12.0,93.12500745,30.20833575
-9999.0,153.12501225,-11.87500095
-9999.0,108.12500865,19.37500155
18.0,-70.62500565,-54.79167105
37.0,108.54167535,13.95833445
29.0,142.70834475,-37.70833635
11.0,92.70834075,31.04166915
32.0,97.70834115,19.37500155
23.0,143.12501145,-35.20833615
36.0,150.20834535,-31.04166915
-9999.0,99.79167465,11.04166755
36.0,111.87500895,-0.625000049999997
24.0,142.29167805,-10.20833415
28.0,48.95833725,37.70833635
26.0,141.45834465,-36.04166955
24.0,-88.12500705,38.95833645
31.0,101.04167475,18.54166815
56.0,-110.62500885,31.04166915
25.0,151.45834545,-32.70833595
46.0,-101.45834145,24.79166865
18.0,-72.29167245,-48.12500385
-9999.0,124.37500995,-33.12500265
20.0,-72.29167245,-50.62500405
32.0,103.54167495,2.29166685
34.0,143.12501145,-8.12500065
47.0,-108.54167535,29.79166905
33.0,-6.04166715000002,36.45833625
41.0,-100.62500805,17.70833475
30.0,-4.79166705,35.20833615
-9999.0,107.70834195,3.95833365
13.0,96.04167435,53.12500425
34.0,111.87500895,2.29166685
52.0,-106.45834185,28.54166895
-9999.0,16.87500135,56.87500455
-9999.0,4.79166705,59.79167145
-9999.0,124.37500995,-8.95833405
33.0,113.12500905,2.70833354999999
31.0,96.04167435,19.79166825
-9999.0,-73.12500585,-43.12500345
34.0,-92.29167405,15.62500125
10.0,-158.54167935,63.54167175
20.0,135.62501085,-33.12500265
33.0,101.04167475,16.04166795
-9999.0,28.95833565,36.04166955
34.0,-96.45834105,37.70833635
22.0,143.95834485,-30.62500245
22.0,-4.79166705,38.95833645
43.0,-102.29167485,27.70833555
16.0,136.87501095,36.04166955
20.0,142.29167805,-13.95833445
21.0,116.45834265,-30.20833575
-9999.0,143.12501145,-3.12500025
-9999.0,123.54167655,1.04166675
28.0,96.04167435,24.79166865
-9999.0,25.62500205,35.62500285
19.0,-111.04167555,46.87500375
27.0,117.70834275,25.20833535
23.0,-108.95834205,35.62500285
29.0,146.04167835,-38.12500305
32.0,98.12500785,24.37500195
39.0,103.54167495,-4.79166705
-9999.0,81.45833985,16.45833465
26.0,147.29167845,-36.45833625
22.0,118.54167615,-29.37500235
38.0,150.20834535,-29.37500235
37.0,145.62501165,-17.70833475
13.0,141.45834465,61.04167155
-9999.0,-1.45833345,57.29167125
35.0,121.87500975,-1.45833345
27.0,103.12500825,14.79166785
-9999.0,7.70833395,63.54167175
10.0,92.29167405,30.20833575
-9999.0,18.12500145,-33.95833605
31.0,164.79167985,-20.62500165
-9999.0,-70.62500565,42.29167005
32.0,-110.62500885,33.95833605
23.0,-113.12500905,35.20833615
29.0,104.79167505,11.45833425
18.0,-88.95834045,36.45833625
-9999.0,149.37501195,-21.04166835
29.0,-101.04167475,33.54166935
30.0,105.62500845,13.54166775
36.0,115.20834255,-0.208333350000004
36.0,96.87500775,3.95833365
33.0,121.04167635,-3.54166695000001
34.0,118.12500945,4.79166705
-9999.0,156.87501255,-8.95833405
21.0,141.87501135,-32.70833595
16.0,101.45834145,35.20833615
-9999.0,-73.12500585,-42.70833675
35.0,100.62500805,21.04166835
30.0,103.54167495,23.12500185
13.0,98.95834125,52.29167085
-9999.0,118.95834285,1.04166675
36.0,-99.37500795,23.12500185
20.0,148.12501185,-41.45833665
24.0,112.70834235,33.95833605
19.0,121.45834305,-30.20833575
30.0,-96.87500775,30.20833575
22.0,132.29167725,-30.62500245
-9999.0,128.12501025,-32.29166925
28.0,-108.95834205,33.12500265
43.0,-108.54167535,30.20833575
11.0,-75.20833935,38.54166975
-9999.0,118.95834285,-8.95833405
37.0,-101.87500815,27.29166885
29.0,-94.37500755,39.79166985
27.0,-93.12500745,40.20833655
26.0,1.45833345,43.54167015
32.0,-95.20834095,37.70833635
