LandCover_4_Mixedtrees,x,y
0.0,103.95834165,3.12500025
0.0,98.95834125,16.04166795
0.0,101.45834145,-1.87500015000001
0.0,136.45834425,-15.62500125
2.0,151.04167875,-8.54166735
0.0,133.12501065,-32.29166925
0.0,136.87501095,-11.04166755
4.0,99.37500795,30.20833575
0.0,114.79167585,-28.95833565
0.0,-106.04167515,26.45833545
23.0,93.54167415,23.95833525
0.0,131.87501055,-5.62500045
14.0,-106.04167515,26.87500215
59.0,-103.12500825,22.29166845
16.0,-4.79166705,38.95833645
4.0,148.95834525,-33.95833605
34.0,150.62501205,-25.20833535
0.0,23.54166855,38.12500305
60.0,-100.62500805,20.62500165
0.0,72.29167245,19.37500155
0.0,-71.04167235,-39.37500315
58.0,141.87501135,-13.54166775
0.0,-103.95834165,27.29166885
0.0,-105.62500845,20.62500165
0.0,113.95834245,33.95833605
14.0,-92.29167405,38.54166975
0.0,108.95834205,-7.29166725
0.0,100.20834135,16.04166795
0.0,134.79167745,-6.45833385
0.0,147.70834515,-39.79166985
0.0,93.12500745,12.70833435
0.0,159.79167945,54.37500435
0.0,106.45834185,17.70833475
28.0,-7.29166725000002,38.54166975
0.0,175.20834735,-36.87500295
36.0,78.54167295,30.62500245
0.0,114.79167585,-33.95833605
0.0,143.95834485,-5.20833375000001
0.0,-68.54167215,-53.54167095
0.0,104.37500835,18.54166815
61.0,134.37501075,-14.37500115
0.0,114.37500915,4.37500034999999
0.0,-116.87500935,32.29166925
47.0,-81.04167315,32.29166925
83.0,150.20834535,-23.54166855
0.0,26.45833545,37.29166965
0.0,-98.95834125,19.37500155
0.0,153.12501225,-26.45833545
0.0,141.45834465,-13.95833445
0.0,140.62501125,-31.45833585
0.0,113.54167575,-1.04166675
0.0,110.62500885,-0.208333350000004
16.0,122.70834315,-29.79166905
0.0,145.20834495,-6.04166715000001
33.0,-6.04166715000002,37.70833635
0.0,99.37500795,11.45833425
0.0,146.04167835,-7.29166725
0.0,116.04167595,4.79166705
11.0,51.04167075,53.54167095
0.0,116.45834265,1.87500014999999
0.0,129.79167705,-13.54166775
0.0,102.29167485,19.37500155
49.0,142.29167805,-11.45833425
0.0,138.12501105,-7.70833395
23.0,106.87500855,12.29166765
0.0,121.87500975,23.12500185
47.0,-101.45834145,25.20833535
0.0,96.04167435,26.04166875
0.0,108.54167535,11.45833425
0.0,113.95834245,-8.54166735
40.0,-97.70834115,16.87500135
0.0,87.70834035,21.45833505
0.0,138.54167775,-16.45833465
0.0,131.87501055,32.29166925
18.0,-109.37500875,29.79166905
52.0,-108.12500865,27.70833555
36.0,77.70833955,30.62500245
37.0,94.79167425,26.45833545
11.0,134.37501075,-31.87500255
0.0,-107.29167525,36.45833625
0.0,146.87501175,-18.54166815
0.0,108.54167535,-0.208333350000004
38.0,-103.12500825,21.87500175
0.0,99.79167465,9.79166744999999
0.0,113.54167575,1.87500014999999
0.0,147.29167845,-43.12500345
0.0,-69.37500555,-55.62500445
0.0,99.79167465,11.04166755
0.0,142.29167805,-38.54166975
0.0,-108.95834205,44.79167025
0.0,130.20834375,-29.37500235
0.0,126.87501015,-8.12500065
0.0,98.95834125,8.54166735
7.0,-107.70834195,30.62500245
3.0,5.20833374999998,47.70833715
73.0,22.29166845,36.87500295
0.0,-1.45833345,55.62500445
0.0,123.54167655,-9.79166745000001
1.0,-92.29167405,16.04166795
