GTOPO30_ELEVATION,x,y
68.0,143.12501145,-34.79166945
4.0,104.79167505,12.29166765
3663.0,97.29167445,31.04166915
156.0,146.45834505,-38.54166975
-9999.0,128.95834365,33.95833605
175.0,111.04167555,-1.04166675
13.0,133.54167735,-11.87500095
455.0,-98.12500785,37.29166965
140.0,2.29166684999998,50.20833735
1310.0,-102.29167485,18.54166815
84.0,110.20834215,19.79166825
10.0,119.37500955,-34.37500275
3437.0,83.12500665,28.54166895
419.0,28.12500225,36.87500295
1283.0,-103.95834165,21.45833505
619.0,124.37500995,-9.37500075
367.0,108.12500865,15.20833455
133.0,134.79167745,-14.37500115
1700.0,107.70834195,15.20833455
709.0,99.79167465,0.625000049999997
469.0,146.87501175,-8.54166735
-9999.0,-8.54166735000001,55.20833775
300.0,151.04167875,-28.54166895
43.0,11.87500095,57.70833795
113.0,99.37500795,13.54166775
354.0,148.54167855,-32.70833595
-9999.0,129.37501035,29.37500235
-9999.0,168.54168015,-16.45833465
352.0,-82.70833995,40.20833655
133.0,54.37500435,55.20833775
-9999.0,138.54167775,-8.54166735
274.0,-93.54167415,38.12500305
1935.0,103.54167495,31.45833585
135.0,140.62501125,-32.70833595
-9999.0,147.70834515,-40.62500325
1226.0,-71.87500575,-40.62500325
695.0,101.04167475,20.20833495
-9999.0,167.29168005,-21.45833505
37.0,8.95833404999999,39.37500315
65.0,148.12501185,-41.04166995
-9999.0,-74.37500595,-44.37500355
-9999.0,119.79167625,15.20833455
44.0,100.62500805,15.62500125
71.0,-88.95834045,31.04166915
10.0,95.62500765,17.29166805
1021.0,113.12500905,0.208333350000004
1.0,89.79167385,21.87500175
-9999.0,96.87500775,5.62500045
143.0,-7.29166725000002,37.70833635
-9999.0,128.54167695,27.29166885
123.0,146.87501175,-35.20833615
-9999.0,130.62501045,-31.87500255
2340.0,-107.70834195,37.29166965
152.0,101.45834145,-1.04166675
266.0,6.45833385,50.62500405
1038.0,116.87500935,4.79166705
-9999.0,-3.12500025,53.54167095
-9999.0,130.62501045,-12.29166765
