ISRICSOILGRIDS_new_average_sandpercent_reduced,x,y
29.0,99.79167465,23.95833525
24.0,88.54167375,23.95833525
58.0,145.20834495,-37.29166965
35.0,-102.70834155,30.20833575
39.0,-97.70834115,29.79166905
57.0,147.70834515,-34.79166945
-9999.0,134.79167745,-11.45833425
-9999.0,120.20834295,21.87500175
49.0,98.54167455,51.87500415
29.0,-104.37500835,22.70833515
38.0,120.62500965,-1.45833345
-9999.0,-71.04167235,-54.79167105
32.0,133.95834405,-1.04166675
30.0,-76.87500615,40.20833655
40.0,-74.79167265,40.62500325
48.0,-73.12500585,-38.54166975
-9999.0,109.79167545,2.29166685
38.0,96.04167435,5.20833374999999
24.0,-105.62500845,25.62500205
67.0,151.04167875,-28.12500225
61.0,-86.04167355,42.29167005
40.0,99.37500795,0.625000049999997
-9999.0,72.70833915,17.70833475
52.0,146.87501175,-41.45833665
33.0,96.45834105,3.95833365
57.0,91.45834065,28.12500225
38.0,100.62500805,-1.04166675
-9999.0,-73.54167255,-44.37500355
-9999.0,93.54167415,8.12500065
-9999.0,106.45834185,-1.87500015000001
51.0,-71.87500575,-42.70833675
-9999.0,153.12501225,47.70833715
68.0,123.95834325,-30.62500245
44.0,116.45834265,23.12500185
49.0,91.87500735,28.54166895
-9999.0,134.37501075,-5.62500045
-9999.0,145.62501165,-15.20833455
-9999.0,150.20834535,-8.95833405
66.0,123.12500985,-30.20833575
40.0,111.45834225,1.87500014999999
-9999.0,24.37500195,39.79166985
40.0,93.12500745,24.37500195
-9999.0,166.45834665,-15.62500125
-9999.0,121.87500975,22.29166845
49.0,100.62500805,15.62500125
34.0,97.70834115,24.79166865
36.0,94.37500755,23.54166855
-9999.0,133.12501065,-2.29166685
48.0,145.62501165,-37.70833635
41.0,113.95834245,-0.208333350000004
37.0,-92.70834075,16.87500135
72.0,135.62501085,-13.12500105
-9999.0,151.04167875,-8.12500065
34.0,-103.54167495,30.20833575
36.0,-92.29167405,16.87500135
46.0,142.29167805,-8.95833405
27.0,-103.95834165,27.29166885
-9999.0,15.20833455,37.29166965
31.0,106.87500855,23.95833525
56.0,93.95834085,31.04166915
43.0,116.87500935,6.04166714999999
-9999.0,141.87501135,-9.37500075
42.0,78.54167295,30.62500245
32.0,-111.04167555,45.62500365
43.0,113.54167575,0.625000049999997
43.0,-1.04166675000002,54.37500435
36.0,106.04167515,20.62500165
51.0,148.95834525,-31.04166915
42.0,-110.20834215,31.45833585
19.0,-86.87500695,38.54166975
44.0,-6.87500055000001,38.95833645
45.0,116.87500935,3.95833365
-9999.0,152.29167885,-10.62500085
71.0,116.87500935,-33.12500265
40.0,96.45834105,27.29166885
-9999.0,93.12500745,12.29166765
-9999.0,115.62500925,-32.29166925
33.0,102.29167485,21.04166835
28.0,-106.87500855,26.04166875
40.0,-156.04167915,63.12500505
53.0,151.45834545,-30.20833575
-9999.0,88.54167375,21.45833505
-9999.0,116.04167595,-8.54166735
66.0,123.54167655,-31.04166915
60.0,138.12501105,-35.62500285
48.0,151.04167875,-31.87500255
-9999.0,98.95834125,6.87500055
-9999.0,118.54167615,-9.79166745000001
43.0,115.20834255,4.37500034999999
-9999.0,146.04167835,-8.95833405
49.0,142.29167805,-8.54166735
48.0,96.87500775,51.87500415
-9999.0,163.95834645,-21.04166835
37.0,-118.95834285,42.70833675
-9999.0,24.79166865,38.12500305
-9999.0,28.95833565,36.04166955
72.0,129.79167705,-27.70833555
-9999.0,133.12501065,-11.04166755
68.0,150.20834535,-34.37500275
36.0,92.70834075,26.87500215
48.0,123.12500985,0.625000049999997
34.0,100.20834135,23.12500185
-9999.0,130.20834375,34.37500275
36.0,94.37500755,25.62500205
40.0,101.45834145,4.37500034999999
39.0,106.87500855,13.95833445
37.0,102.29167485,20.20833495
-9999.0,108.54167535,21.04166835
31.0,-72.70833915,-40.20833655
42.0,117.70834275,2.70833354999999
-9999.0,-2.29166685000001,56.04167115
13.0,-94.79167425,39.79166985
32.0,103.12500825,23.54166855
48.0,-83.12500665,42.29167005
29.0,86.87500695,20.62500165
40.0,96.45834105,4.79166705
34.0,110.62500885,27.29166885
26.0,-108.95834205,30.62500245
-9999.0,159.79167945,-11.45833425
44.0,109.79167545,20.62500165
45.0,111.87500895,1.87500014999999
38.0,98.95834125,1.45833345
-9999.0,119.37500955,-0.208333350000004
61.0,145.20834495,-17.29166805
-9999.0,139.79167785,-8.54166735
33.0,104.37500835,21.45833505
42.0,113.54167575,2.70833354999999
38.0,98.54167455,2.29166685
69.0,114.37500915,-28.12500225
34.0,8.95833404999999,39.79166985
-9999.0,145.62501165,-14.79166785
-9999.0,74.37500595,12.70833435
32.0,-99.79167465,23.12500185
48.0,100.20834135,7.29166725
49.0,-108.54167535,34.37500275
