"variable","percent.contribution","permutation.importance"
"bio14",0.442,0.2658
"bio15",35.1537,45.5481
"bio2",3.235,6.1301
"bio4",4.5025,1.7013
"elevation",30.4508,36.6863
"nitrogen",8.8673,2.9349
"ruggedness",12.1173,2.6549
"sand",5.2315,4.0786
