"variable","percent.contribution","permutation.importance"
"bio12",2.2728,3.3062
"bio14",14.8898,4.8587
"bio15",7.9022,11.1167
"bio2",2.3027,3.033
"bio4",13.2084,10.922
"elevation",20.926,32.4246
"nitrogen",8.142,8.8536
"ruggedness",10.3367,21.9816
"sand",1.9316,2.2849
"soc",18.0881,1.2187
