"variable","percent.contribution","permutation.importance"
"bio13",51.2875,38.4764
"bio15",4.2884,21.9965
"bio2",8.0281,5.0963
"bio4",14.4524,10.7706
"nitrogen",2.5263,1.5236
"ruggedness",16.5136,20.3678
"sand",0.6761,1.7688
"soc",2.2276,0
