"variable","percent.contribution","permutation.importance"
"bio13",21.9814,18.9898
"bio14",9.6828,4.6902
"bio2",1.3146,0.9341
"bio4",27.0716,41.4568
"bio8",11.5622,6.2372
"ruggedness",6.4128,7.1737
"sand",20.1463,16.2704
"soc",1.8282,4.2478
