"variable","percent.contribution","permutation.importance"
"bio13",12.3627,0
"bio14",0,5.1939
"bio2",1.7713,5.0208
"bio4",0,0
"bio8",83.9632,84.0796
"nitrogen",0,0
"ruggedness",0,0
"sand",0,0
"soc",1.9029,5.7056
