"variable","percent.contribution","permutation.importance"
"bio12",17.5329,16.3205
"bio15",6.4437,10.1049
"bio2",5.6936,3.9284
"bio4",18.9582,12.1203
"elevation",13.4272,17.7771
"ruggedness",6.0291,14.7032
"sand",4.4897,6.85
"soc",27.4256,18.1956
