"variable","percent.contribution","permutation.importance"
"bio14",10.4886,2.4532
"bio15",19.7894,39.9882
"bio2",0.0046,0.1415
"bio4",0.7582,4.0084
"bio5",1.3976,0
"nitrogen",12.2491,11.9174
"ruggedness",1.6451,3.2974
"sand",20.9273,37.9124
"soc",32.74,0.2814
