"variable","percent.contribution","permutation.importance"
"bio1",0,0
"bio13",5.3596,9.7134
"bio14",0,0
"bio2",9.8707,5.2055
"bio8",0.0564,0.1424
"bio9",34.8071,55.4617
"elevation",10.6339,8.9352
"nitrogen",16.3598,8.8166
"ruggedness",21.0954,0
"sand",1.5529,11.5023
"soc",0.2644,0.223
