"variable","percent.contribution","permutation.importance"
"bio15",0,0
"bio2",0,0
"bio4",0,0
"bio8",0,0
"nitrogen",0,0
"ruggedness",54.09,32.9896
"sand",0,0
"soc",45.91,67.0104
