"variable","percent.contribution","permutation.importance"
"bio13",12.2001,10.0536
"bio14",38.2613,12.6012
"bio2",9.5901,33.9286
"bio4",27.1551,20.0776
"bio9",9.4864,18.4951
"sand",3.307,4.8438
