"variable","percent.contribution","permutation.importance"
"bio13",29.0778,50.1555
"bio2",10.1022,5.9534
"bio4",7.9173,13.3302
"ruggedness",29.2818,1.4028
"sand",10.924,5.5466
"soc",12.6968,23.6115
