"variable","percent.contribution","permutation.importance"
"bio12",28.7899,13.3213
"bio14",11.684,27.8852
"bio2",20.948,28.5619
"nitrogen",3.5935,21.7113
"ruggedness",25.0565,0.6989
"sand",3.1301,1.9054
"soc",6.7982,5.916
