"variable","percent.contribution","permutation.importance"
"bio15",4.5804,12.9293
"bio2",16.2127,21.8831
"bio4",0.4987,1.7735
"nitrogen",1.7429,0
"ruggedness",30.6147,39.7243
"sand",28.9611,17.3796
"soc",17.3895,6.3102
