"variable","percent.contribution","permutation.importance"
"bio14",1.5008,1.0008
"bio15",4.2373,0.6003
"bio2",5.555,3.8222
"bio4",19.2623,19.9769
"bio9",28.4588,15.7346
"nitrogen",35.2454,56.0919
"ruggedness",4.8087,0.9201
"sand",0.9317,1.8532
