"variable","percent.contribution","permutation.importance"
"bio12",22.1124,9.2072
"bio15",12.1723,8.9274
"bio2",8.2181,13.4499
"bio4",2.8643,4.4972
"bio8",1.3653,1.7152
"nitrogen",37.0867,36.6865
"ruggedness",4.3272,12.9193
"sand",11.8538,12.5973
