"variable","percent.contribution","permutation.importance"
"bio12",0,0
"bio14",4.1299,24.9988
"bio15",0,0
"bio2",0,0
"bio4",0,0
"elevation",0,0
"nitrogen",0.4061,10.0884
"ruggedness",95.464,64.9127
"sand",0,0
"soc",0,0
