"variable","percent.contribution","permutation.importance"
"bio13",2.6843,0
"bio14",12.9318,0
"bio2",5.634,12.3985
"elevation",9.5302,27.6967
"nitrogen",52.1037,19.9918
"ruggedness",15.8278,39.913
"sand",1.2882,0
