"settings","features","rm","train.AUC","avg.test.AUC","var.test.AUC","avg.diff.AUC","var.diff.AUC","avg.test.orMTP","var.test.orMTP","avg.test.or10pct","var.test.or10pct","AICc","delta.AICc","w.AIC","parameters"
"LQHP_4","LQHP",4,0.9578,0.931721995591452,0.0019487857910801,0.0286734469755003,0.00169397870195163,0.00581395348837209,0.000135208220659816,0.189085623678647,0.0151325887941811,3489.04058549017,0,0.499415965838675,22
