"variable","percent.contribution","permutation.importance"
"bio14",1.639,3.1364
"bio16",64.6009,60.8648
"bio2",2.0668,3.598
"bio5",7.5071,20.6969
"bio8",21.5494,0.7908
"bio9",2.6367,10.9131
