"variable","percent.contribution","permutation.importance"
"bio15",12.845,3.6162
"bio17",31.678,28.2752
"bio2",16.0684,23.7292
"bio4",14.6276,10.7731
"nitrogen",6.8621,8.1648
"ruggedness",8.2199,10.2922
"sand",5.7422,9.5903
"soc",3.9567,5.5589
