"variable","percent.contribution","permutation.importance"
"bio13",3.0702,0
"bio5",16.2456,0
"bio8",9.3222,34.9316
"bio9",3.9595,7.4533
"elevation",10.7129,20.0966
"nitrogen",6.1815,2.8361
"ruggedness",3.267,10.4977
"sand",47.197,23.3936
"soc",0.0441,0.7912
