"variable","percent.contribution","permutation.importance"
"bio13",29.3975,29.8621
"bio15",0.8745,0
"bio4",29.6324,26.2631
"nitrogen",0,0
"ruggedness",28.4112,22.6843
"sand",3.344,3.3375
"soc",8.3404,17.853
