"variable","percent.contribution","permutation.importance"
"bio12",0.6599,2.8607
"bio2",9.1199,0.7536
"bio4",0.3191,2.4877
"bio8",0,0
"nitrogen",47.0252,64.1034
"ruggedness",42.8759,29.7947
"sand",0,0
