"variable","percent.contribution","permutation.importance"
"bio15",3.1694,5.7372
"bio17",19.2863,13.1299
"bio2",1.8804,3.7142
"bio9",67.8788,53.7964
"elevation",1.9207,7.151
"nitrogen",0.1724,0.7563
"ruggedness",1.8405,6.9263
"sand",2.0167,1.2157
"soc",1.8348,7.573
