"variable","percent.contribution","permutation.importance"
"bio13",3.0776,0.931
"bio15",38.0667,40.8272
"bio2",0.7675,2.0533
"bio8",2.3313,5.4234
"elevation",2.6253,7.283
"nitrogen",3.3775,5.3645
"ruggedness",10.4471,17.0757
"sand",0.2527,0.8327
"soc",39.0544,20.2092
