"settings","features","rm","train.AUC","avg.test.AUC","var.test.AUC","avg.diff.AUC","var.diff.AUC","avg.test.orMTP","var.test.orMTP","avg.test.or10pct","var.test.or10pct","AICc","delta.AICc","w.AIC","parameters"
"LQ_2","LQ",2,0.8375,0.851787760887924,0.0231743380945015,0.0471429433155817,0.0200021139401054,0.166666666666667,0.111111111111111,0.166666666666667,0.111111111111111,160.803634417546,0,0.21196641481901,1
