"variable","percent.contribution","permutation.importance"
"bio15",12.1102,28.2768
"bio2",0.019,0.2059
"bio4",27.5974,0
"bio8",0.028,0
"bio9",5.9658,6.0422
"elevation",32.3085,52.8738
"ruggedness",5.1787,3.7384
"sand",16.7923,8.8629
