"variable","percent.contribution","permutation.importance"
"bio13",45.8752,17.6959
"bio14",7.8894,13.3533
"bio2",1.5758,6.7996
"bio6",25.2929,39.1679
"nitrogen",2.0066,7.0382
"ruggedness",11.1601,12.4511
"sand",4.0726,2.9085
"soc",2.1274,0.5854
