"variable","percent.contribution","permutation.importance"
"bio12",13.9486,2.3796
"bio13",2.8632,0
"bio2",0.8004,0
"bio4",28.4752,21.9037
"nitrogen",0.1327,0.8266
"ruggedness",9.2444,0.8628
"sand",39.9812,54.197
"soc",4.5543,19.8302
