"variable","percent.contribution","permutation.importance"
"bio15",22.6034,12.747
"bio2",11.9579,16.1508
"bio8",8.6894,10.8542
"bio9",5.731,8.9701
"ruggedness",1.4242,1.6111
"sand",9.4612,0.8005
"soc",40.1329,48.8663
