"variable","percent.contribution","permutation.importance"
"bio13",0.397,1.961
"bio15",22.2082,38.1389
"bio2",9.7279,1.2981
"bio5",18.8588,2.0463
"bio9",36.3546,23.7865
"ruggedness",10.5078,26.7054
"sand",1.9457,6.0638
