"variable","percent.contribution","permutation.importance"
"bio12",3.4105,6.6489
"bio15",5.3507,0.0371
"bio2",32.4674,16.491
"bio5",0.2988,0.6617
"bio8",0.5575,0
"bio9",20.559,19.5209
"nitrogen",0.6,3.5901
"ruggedness",12.6149,29.2151
"sand",24.0012,21.7365
"soc",0.1399,2.0988
