"variable","percent.contribution","permutation.importance"
"bio13",39.2641,49.0071
"bio15",5.1974,6.8309
"bio8",22.6042,19.4781
"bio9",9.3236,2.5507
"elevation",9.9263,10.0511
"ruggedness",5.2277,9.0862
"sand",8.4567,2.996
