"variable","percent.contribution","permutation.importance"
"bio14",18.3514,2.1923
"bio15",12.2661,17.6413
"bio2",7.8417,6.7212
"bio5",7.7422,18.0045
"bio8",1.4015,1.9308
"bio9",14.2335,6.8845
"nitrogen",6.4925,3.3589
"ruggedness",3.4022,5.6168
"sand",25.279,36.0685
"soc",2.9899,1.5812
