"variable","percent.contribution","permutation.importance"
"bio15",4.5897,2.7231
"bio17",53.7678,44.213
"bio2",1.957,2.6827
"bio4",10.2709,14.2226
"bio8",10.6872,15.2633
"bio9",18.7274,20.8954
