"variable","percent.contribution","permutation.importance"
"bio12",0.8866,10.8545
"bio15",40.7267,20.5826
"bio4",11.4643,18.7776
"elevation",21.7142,41.3531
"nitrogen",0.0993,0
"ruggedness",15.8643,1.2583
"sand",1.6766,4.9089
"soc",7.568,2.2651
