"variable","percent.contribution","permutation.importance"
"bio15",17.8792,19.7998
"bio16",10.0502,14.0787
"bio2",9.3521,12.5272
"bio4",28.6309,27.5842
"bio9",16.2197,16.0186
"nitrogen",7.4493,2.9452
"ruggedness",5.1544,1.4761
"sand",5.2642,5.5702
