"variable","percent.contribution","permutation.importance"
"bio12",15.6165,15.3861
"bio15",5.5285,3.8307
"bio2",3.8968,2.1978
"bio4",20.0327,15.5374
"elevation",9.3394,14.3578
"nitrogen",7.2514,13.3201
"ruggedness",21.6079,13.5423
"sand",4.5765,9.2647
"soc",12.1502,12.563
