"variable","percent.contribution","permutation.importance"
"bio15",17.6969,8.7051
"bio2",20.0216,28.3018
"bio8",33.2353,18.1841
"bio9",0,0
"elevation",7.3534,4.0978
"nitrogen",15.1144,31.9657
"ruggedness",6.2558,8.7456
"sand",0.3225,0
