"variable","percent.contribution","permutation.importance"
"bio12",9.3745,6.2002
"bio15",11.6134,9.3133
"bio2",2.8977,1.8055
"bio4",37.1929,43.5109
"bio9",27.7522,24.1301
"nitrogen",2.7381,7.6352
"ruggedness",4.4545,3.9678
"sand",3.9767,3.4371
