ISRICSOILGRIDS_new_average_bulkdensity_reduced,x,y
1391.0,18.95833485,47.29167045
-9999.0,-61.04167155,47.70833715
1164.0,85.20834015,64.37500515
-9999.0,2.29166684999998,39.79166985
1043.0,-22.29166845,63.95833845
1202.0,117.29167605,52.29167085
1223.0,29.37500235,51.87500415
1493.0,7.70833395,36.87500295
1227.0,-6.45833385,43.54167015
-9999.0,98.95834125,7.70833395
1078.0,110.62500885,-1.04166675
999.0,63.95833845,68.95833885
753.0,-71.87500575,-39.79166985
1358.0,5.20833374999998,46.45833705
1050.0,38.54166975,58.95833805
1017.0,26.87500215,66.45833865
1075.0,46.04167035,54.37500435
1308.0,109.37500875,19.79166825
1470.0,-81.87500655,30.62500245
1193.0,95.20834095,28.12500225
956.0,43.95833685,68.54167215
1363.0,151.04167875,-28.12500225
1107.0,-75.62500605,55.20833775
1157.0,131.45834385,32.70833595
-9999.0,102.29167485,11.87500095
1251.0,71.04167235,38.54166975
984.0,14.37500115,61.87500495
1048.0,-117.70834275,53.12500425
1167.0,-116.45834265,48.54167055
1026.0,35.62500285,67.70833875
1077.0,11.87500095,60.20833815
-9999.0,48.54167055,67.70833875
1021.0,-71.87500575,51.04167075
1360.0,151.45834545,-27.29166885
1310.0,21.45833505,50.62500405
1445.0,-80.20833975,26.04166875
1411.0,-83.54167335,42.70833675
1042.0,33.95833605,56.45833785
793.0,-153.95834565,69.79167225
1327.0,106.04167515,11.87500095
1066.0,32.70833595,66.45833865
983.0,-62.29167165,57.70833795
1456.0,-81.87500655,35.62500285
1148.0,131.04167715,43.54167015
940.0,-63.54167175,58.95833805
876.0,18.54166815,69.79167225
1038.0,-125.20834335,56.87500455
1396.0,140.20834455,36.04166955
1674.0,-96.04167435,31.04166915
1285.0,-1.87500015000001,48.54167055
-9999.0,11.87500095,66.04167195
1167.0,149.37501195,-37.70833635
1010.0,-153.12501225,66.45833865
1250.0,-113.12500905,52.29167085
1281.0,19.79166825,43.12500345
1528.0,-90.20834055,41.45833665
1296.0,106.04167515,32.29166925
1069.0,15.62500125,44.79167025
1060.0,43.12500345,56.04167115
992.0,-53.95833765,48.54167055
990.0,-137.29167765,59.37500475
1180.0,130.20834375,52.70833755
1487.0,-106.87500855,44.79167025
1326.0,107.70834195,31.87500255
1390.0,-80.20833975,37.70833635
1060.0,52.70833755,65.62500525
-9999.0,-123.95834325,49.37500395
1004.0,51.45833745,63.54167175
1547.0,16.45833465,41.04166995
1588.0,-90.62500725,35.20833615
1100.0,43.12500345,61.04167155
1350.0,109.37500875,28.12500225
1316.0,9.37500075,44.79167025
1150.0,101.45834145,28.12500225
1316.0,35.62500285,49.37500395
1009.0,-67.29167205,55.62500445
1035.0,48.95833725,63.54167175
1010.0,25.62500205,66.04167195
1100.0,24.37500195,59.37500475
950.0,-138.12501105,63.54167175
989.0,-149.79167865,61.45833825
1076.0,127.29167685,56.04167115
904.0,-132.29167725,62.29167165
1210.0,38.54166975,51.45833745
1415.0,-106.45834185,42.70833675
1411.0,-105.20834175,39.37500315
-9999.0,19.37500155,59.79167145
953.0,96.87500775,28.54166895
1217.0,102.70834155,48.95833725
1114.0,125.20834335,48.54167055
964.0,96.45834105,29.37500235
1323.0,-107.29167525,43.54167015
1261.0,-103.95834165,20.62500165
1334.0,11.04166755,51.45833745
981.0,164.37501315,61.04167155
989.0,67.70833875,66.45833865
1377.0,23.12500185,41.45833665
1037.0,89.37500715,54.37500435
1206.0,24.79166865,56.45833785
988.0,-83.12500665,51.45833745
1283.0,145.62501165,-38.12500305
972.0,-73.95833925,48.12500385
1208.0,31.04166915,56.87500455
-9999.0,-164.79167985,63.12500505
-9999.0,114.37500915,4.79166705
1303.0,27.70833555,-30.20833575
1331.0,23.54166855,52.29167085
-9999.0,8.95833404999999,41.45833665
1630.0,-99.79167465,33.12500265
-9999.0,-3.54166695000001,58.12500465
1363.0,110.62500885,32.70833595
1107.0,127.70834355,54.79167105
1338.0,16.04166795,48.95833725
1068.0,34.37500275,62.70833835
1421.0,104.37500835,10.62500085
992.0,-130.62501045,58.12500465
954.0,-21.87500175,64.37500515
-9999.0,132.29167725,35.20833615
973.0,-78.95833965,48.12500385
1068.0,-119.37500955,52.29167085
1238.0,18.95833485,51.04167075
1267.0,24.37500195,-33.95833605
973.0,-82.70833995,53.12500425
1032.0,41.04166995,51.87500415
1079.0,38.95833645,54.37500435
-9999.0,38.12500305,41.04166995
997.0,-63.54167175,55.20833775
1244.0,7.70833395,48.95833725
-9999.0,-158.54167935,57.29167125
1038.0,-126.04167675,53.12500425
1036.0,98.54167455,28.12500225
832.0,-160.20834615,69.37500555
842.0,-146.87501175,69.79167225
981.0,14.79166785,63.95833845
1280.0,151.45834545,-33.12500265
1094.0,52.70833755,56.04167115
1539.0,-91.04167395,35.20833615
1226.0,-106.04167515,26.04166875
1016.0,18.12500145,65.20833855
1231.0,104.37500835,24.37500195
974.0,166.45834665,62.70833835
1054.0,71.87500575,65.62500525
1616.0,-84.37500675,31.04166915
980.0,-83.54167335,52.29167085
827.0,-4.79166705,56.45833785
1469.0,-93.95834085,45.20833695
1292.0,115.20834255,26.87500215
1159.0,113.54167575,22.29166845
1267.0,117.29167605,25.62500205
1018.0,-135.62501085,62.70833835
1163.0,26.04166875,46.87500375
1065.0,-70.62500565,53.12500425
882.0,-68.54167215,49.37500395
1070.0,141.87501135,39.79166985
-9999.0,108.95834205,21.04166835
870.0,-86.45834025,49.37500395
-9999.0,144.79167825,-40.62500325
1325.0,107.70834195,29.79166905
-9999.0,16.87500135,57.29167125
944.0,-160.62501285,67.29167205
1273.0,-84.37500675,46.45833705
763.0,-136.45834425,58.54167135
1173.0,-72.70833915,46.04167035
987.0,-73.12500585,-37.29166965
941.0,15.62500125,64.79167185
1262.0,27.29166885,39.37500315
1285.0,36.87500295,49.79167065
1420.0,-79.79167305,41.45833665
1018.0,-88.95834045,51.87500415
907.0,-72.70833915,48.95833725
1462.0,-86.45834025,33.95833605
981.0,-119.79167625,51.45833745
1286.0,100.62500805,25.20833535
-9999.0,141.45834465,45.20833695
1007.0,-161.04167955,66.87500535
1251.0,-70.62500565,44.37500355
1143.0,45.62500365,40.20833655
-9999.0,-64.79167185,43.54167015
-9999.0,22.29166845,59.79167145
1063.0,149.37501195,60.62500485
1124.0,148.95834525,-20.20833495
940.0,-48.95833725,62.29167165
1115.0,19.79166825,48.54167055
1247.0,100.20834135,28.12500225
1481.0,30.20833575,-27.70833555
-9999.0,-77.70833955,43.95833685
993.0,-161.87501295,59.79167145
1340.0,-101.45834145,21.87500175
1077.0,39.37500315,57.70833795
1080.0,45.62500365,60.20833815
1203.0,101.04167475,16.87500135
1025.0,64.79167185,68.12500545
1029.0,111.45834225,55.20833775
1073.0,-151.45834545,63.12500505
-9999.0,-162.29167965,66.04167195
1154.0,55.20833775,54.79167105
1515.0,-96.45834105,38.12500305
-9999.0,121.87500975,36.87500295
1364.0,13.12500105,51.45833745
1028.0,-125.20834335,59.37500475
1560.0,-83.95834005,40.62500325
1163.0,101.45834145,-2.70833355000001
1260.0,101.87500815,20.62500165
1330.0,109.79167545,33.95833605
1054.0,94.79167425,54.79167105
1094.0,110.20834215,57.29167125
1198.0,21.04166835,56.45833785
1331.0,-113.54167575,45.62500365
989.0,17.29166805,63.54167175
1246.0,26.45833545,48.95833725
1067.0,-3.95833365000001,51.87500415
1209.0,24.79166865,41.45833665
861.0,-129.37501035,54.79167105
1318.0,108.54167535,36.45833625
1341.0,118.54167615,28.95833565
1246.0,-91.87500735,15.62500125
1075.0,51.87500415,61.04167155
1106.0,118.95834285,55.62500445
1205.0,131.45834385,34.37500275
1573.0,-86.87500695,41.45833665
-9999.0,98.12500785,11.04166755
1224.0,99.37500795,21.45833505
1072.0,29.37500235,60.20833815
1004.0,-22.29166845,65.20833855
1158.0,-2.70833355000002,51.87500415
1431.0,21.87500175,45.62500365
1017.0,93.95834085,52.70833755
-9999.0,18.95833485,57.70833795
1551.0,-93.95834085,41.04166995
1201.0,19.79166825,53.12500425
1068.0,51.04167075,55.62500445
1335.0,122.29167645,46.87500375
1219.0,129.37501035,34.37500275
960.0,-158.95834605,65.20833855
979.0,137.70834435,47.70833715
1357.0,101.04167475,26.45833545
1311.0,-89.37500715,45.20833695
1298.0,118.12500945,24.79166865
-9999.0,14.37500115,68.12500545
1230.0,-3.12500025,47.70833715
934.0,138.12501105,36.87500295
958.0,-74.79167265,46.87500375
1289.0,34.37500275,49.79167065
1003.0,108.95834205,56.04167115
1015.0,50.62500405,64.37500515
1554.0,-93.95834085,31.45833585
1251.0,100.20834135,23.12500185
1064.0,23.54166855,62.70833835
1346.0,-106.04167515,40.62500325
-9999.0,126.45834345,34.37500275
1544.0,-8.54166735000001,38.12500305
1047.0,32.70833595,64.37500515
952.0,25.20833535,46.87500375
