LandCover_5_Shrubs,x,y
0.0,-8.12500065,53.12500425
0.0,99.79167465,52.70833755
0.0,59.37500475,55.62500445
0.0,77.70833955,68.54167215
0.0,-58.12500465,54.79167105
0.0,147.70834515,-38.12500305
0.0,103.95834165,32.70833595
0.0,35.20833615,52.29167085
27.0,68.12500545,65.62500525
2.0,7.70833395,61.04167155
0.0,14.37500115,61.87500495
0.0,129.37501035,30.20833575
0.0,54.37500435,60.62500485
0.0,42.70833675,54.79167105
20.0,98.54167455,53.54167095
0.0,37.29166965,53.12500425
0.0,-77.70833955,39.37500315
0.0,-80.20833975,48.12500385
0.0,96.87500775,4.37500034999999
0.0,135.62501085,34.37500275
17.0,109.79167545,28.12500225
0.0,-85.62500685,13.95833445
0.0,41.04166995,64.79167185
0.0,-95.20834095,38.54166975
0.0,93.54167415,27.29166885
22.0,105.62500845,30.20833575
0.0,41.45833665,52.29167085
0.0,8.12500064999998,39.79166985
0.0,55.20833775,55.62500445
0.0,133.12501065,33.54166935
19.0,108.12500865,26.45833545
23.0,-145.62501165,68.54167215
0.0,-69.79167225,49.37500395
0.0,11.87500095,54.37500435
0.0,-69.37500555,50.20833735
63.0,-67.29167205,54.79167105
0.0,43.54167015,59.37500475
0.0,102.70834155,33.95833605
0.0,-96.04167435,17.70833475
19.0,151.04167875,-25.62500205
0.0,103.12500825,-5.20833375000001
0.0,25.20833535,52.70833755
0.0,-85.62500685,31.45833585
51.0,-156.87501255,58.54167135
0.0,114.79167585,42.29167005
0.0,-166.45834665,65.62500525
26.0,-0.208333350000004,38.54166975
0.0,138.12501105,51.04167075
0.0,130.20834375,45.62500365
0.0,-80.62500645,41.45833665
0.0,-112.29167565,44.37500355
0.0,16.87500135,63.12500505
0.0,130.20834375,42.70833675
11.0,111.04167555,36.45833625
0.0,19.37500155,58.54167135
0.0,-108.95834205,48.12500385
0.0,136.45834425,47.70833715
0.0,131.04167715,33.12500265
0.0,-96.87500775,44.37500355
0.0,-96.45834105,44.79167025
0.0,119.79167625,25.62500205
0.0,160.20834615,59.37500475
0.0,26.45833545,62.29167165
0.0,-131.87501055,61.04167155
0.0,20.62500165,-34.79166945
0.0,-163.54167975,54.37500435
0.0,-81.04167315,48.95833725
43.0,-1.87500015000001,41.04166995
0.0,74.37500595,68.54167215
0.0,94.37500755,54.37500435
25.0,87.29167365,63.54167175
0.0,58.12500465,57.70833795
0.0,8.95833404999999,54.37500435
0.0,137.70834435,54.37500435
10.0,-72.29167245,-42.70833675
0.0,-134.37501075,58.54167135
21.0,64.37500515,66.45833865
34.0,25.62500205,70.20833895
0.0,36.45833625,56.87500455
0.0,27.70833555,49.37500395
0.0,-160.20834615,65.20833855
0.0,35.20833615,53.54167095
0.0,-88.95834045,28.95833565
0.0,1.04166674999999,50.20833735
0.0,-123.95834325,49.79167065
0.0,-128.12501025,50.62500405
0.0,-62.70833835,58.95833805
0.0,114.37500915,38.54166975
23.0,-130.20834375,59.37500475
0.0,-71.04167235,43.54167015
0.0,114.37500915,-3.95833365
0.0,-163.54167975,55.20833775
0.0,-61.45833825,44.79167025
0.0,-83.12500665,41.04166995
0.0,121.87500975,50.62500405
0.0,33.54166935,59.37500475
0.0,46.45833705,56.45833785
0.0,102.70834155,24.79166865
0.0,-89.79167385,47.70833715
14.0,-129.79167705,56.04167115
0.0,106.04167515,36.45833625
0.0,86.45834025,51.87500415
0.0,101.45834145,35.62500285
0.0,-87.70834035,31.04166915
4.0,94.79167425,27.70833555
0.0,33.95833605,51.87500415
23.0,-83.95834005,64.37500515
