LandCover_2_Evergreeenbroadleaf,x,y
0.0,-121.04167635,55.62500445
0.0,26.87500215,54.37500435
0.0,14.79166785,50.62500405
0.0,112.70834235,21.87500175
0.0,136.45834425,-33.54166935
0.0,87.29167365,63.54167175
0.0,114.37500915,32.70833595
4.0,-81.45833985,26.04166875
0.0,7.70833395,52.29167085
76.0,103.95834165,14.37500115
0.0,-100.62500805,20.20833495
0.0,4.37500034999999,50.20833735
0.0,-121.87500975,38.12500305
0.0,28.54166895,70.62500565
0.0,35.62500285,56.45833785
0.0,119.37500955,-32.29166925
0.0,41.04166995,52.70833755
78.0,105.62500845,13.54166775
0.0,21.45833505,64.37500515
0.0,125.20834335,53.12500425
0.0,114.37500915,31.45833585
0.0,-74.37500595,51.45833745
0.0,-4.79166705,53.95833765
0.0,-17.70833475,66.04167195
0.0,115.20834255,30.20833575
0.0,33.12500265,67.70833875
0.0,-1.87500015000001,60.20833815
0.0,-164.79167985,62.29167165
0.0,93.12500745,54.37500435
0.0,-82.70833995,33.95833605
0.0,14.37500115,38.95833645
0.0,148.54167855,-33.54166935
0.0,134.37501075,52.70833755
0.0,-85.62500685,46.45833705
0.0,28.12500225,42.70833675
0.0,129.37501035,37.29166965
0.0,166.87501335,63.95833845
0.0,142.29167805,60.62500485
0.0,57.70833795,65.20833855
0.0,-161.87501295,70.20833895
0.0,-79.37500635,49.79167065
0.0,-130.62501045,53.95833765
0.0,11.45833425,42.70833675
0.0,29.37500235,60.62500485
0.0,26.04166875,51.87500415
0.0,-141.45834465,60.62500485
0.0,-162.29167965,60.20833815
0.0,-83.12500665,46.04167035
0.0,-72.70833915,-51.45833745
0.0,101.87500815,25.62500205
0.0,102.29167485,13.12500105
0.0,19.79166825,66.87500535
0.0,8.54166734999998,51.87500415
0.0,21.87500175,52.70833755
0.0,114.79167585,29.79166905
0.0,113.12500905,29.37500235
0.0,45.62500365,42.70833675
0.0,-3.54166695000001,51.45833745
0.0,-96.04167435,33.12500265
0.0,57.29167125,60.62500485
0.0,-78.95833965,41.45833665
0.0,-126.87501015,60.62500485
0.0,-152.70834555,58.95833805
0.0,-106.45834185,28.12500225
0.0,-161.87501295,58.95833805
0.0,-155.20834575,66.45833865
0.0,-56.04167115,51.04167075
0.0,-53.54167095,47.70833715
0.0,8.95833404999999,54.37500435
100.0,114.37500915,0.208333350000004
0.0,-96.87500775,28.95833565
0.0,151.04167875,62.29167165
0.0,-73.95833925,49.79167065
0.0,-89.37500715,53.95833765
0.0,31.45833585,55.62500445
0.0,-123.54167655,44.37500355
0.0,-113.95834245,43.95833685
0.0,66.04167195,66.45833865
0.0,-71.04167235,-38.95833645
0.0,43.12500345,66.87500535
0.0,32.29166925,61.87500495
0.0,127.29167685,45.20833695
0.0,141.87501135,54.37500435
0.0,-0.208333350000004,54.79167105
