"variable","percent.contribution","permutation.importance"
"bio13",0.7627,2.7561
"bio14",0,0
"bio15",5.1387,11.2295
"bio2",1.9031,1.5952
"bio9",69.2754,75.8499
"nitrogen",3.9014,0.0168
"ruggedness",0.3608,6.8535
"sand",0,0
"soc",18.6579,1.699
