"variable","percent.contribution","permutation.importance"
"bio12",0,0
"bio14",1.275,0
"bio4",14.3702,63.2604
"bio8",0.1924,0.5317
"ruggedness",6.468,13.6122
"sand",0,0
"soc",77.6943,22.5957
