"variable","percent.contribution","permutation.importance"
"bio15",3.7963,3.3529
"bio16",21.2701,34.6397
"bio2",6.6497,10.8252
"bio4",17.3393,10.6831
"elevation",24.3055,18.7804
"nitrogen",8.5983,4.2534
"ruggedness",11.7909,11.9674
"sand",6.2498,5.498
