"variable","percent.contribution","permutation.importance"
"bio13",18.473,17.253
"bio14",12.7,24.9745
"bio2",4.9573,0
"bio8",4.4115,1.4887
"bio9",21.3841,27.9519
"nitrogen",1.2362,1.325
"ruggedness",23.2998,2.023
"sand",5.1712,7.4621
"soc",8.3669,17.5217
