"variable","percent.contribution","permutation.importance"
"bio14",3.945,3.4891
"bio15",1.0163,8.4144
"bio2",6.614,3.9821
"bio4",14.5343,1.4286
"bio6",60.6949,52.165
"ruggedness",13.1954,30.5209
"sand",0,0
