"variable","percent.contribution","permutation.importance"
"bio12",7.5576,3.1312
"bio15",15.397,8.9115
"bio2",1.5842,0.0615
"bio4",6.0788,3.3421
"bio6",24.1134,53.2459
"bio8",1.8694,7.6747
"nitrogen",0.3752,0.7432
"ruggedness",34.9964,14.9355
"sand",0.3049,0.8427
"soc",7.7232,7.1118
