"variable","percent.contribution","permutation.importance"
"bio13",3.6765,5.5564
"bio17",1.0871,3.189
"bio2",12.7221,11.2965
"bio4",10.8588,17.6545
"bio8",1.4139,2.6262
"bio9",7.6673,7.067
"elevation",51.9912,50.6568
"ruggedness",5.5581,1.0538
"sand",5.025,0.8997
