"variable","percent.contribution","permutation.importance"
"bio13",10.5988,16.4552
"bio14",18.8838,3.1717
"bio2",3.0732,6.3595
"bio4",13.3358,21.9273
"bio8",19.6235,16.9021
"nitrogen",4.8039,18.7455
"ruggedness",25.6953,16.4176
"sand",3.9857,0.0211
