"variable","percent.contribution","permutation.importance"
"bio17",29.787,38.0849
"bio2",7.1407,12.1713
"bio8",0.2663,0.2446
"bio9",25.1179,18.4805
"elevation",25.2578,26.0415
"ruggedness",12.2066,4.0095
"sand",0.2237,0.9677
