"variable","percent.contribution","permutation.importance"
"bio12",0.9528,2.9047
"bio2",53.2564,19.1054
"bio5",17.8907,34.8834
"nitrogen",4.8166,28.8059
"ruggedness",9.1876,14.3007
"sand",13.8958,0
