"variable","percent.contribution","permutation.importance"
"bio13",25.1759,1.9849
"bio14",5.9181,4.7984
"bio2",1.5959,1.1583
"bio4",12.5687,9.3951
"elevation",49.7192,78.5551
"nitrogen",1.6393,1.9796
"ruggedness",1.409,0.8892
"sand",0.9791,0.065
"soc",0.9948,1.1744
