"variable","percent.contribution","permutation.importance"
"bio13",0.0746,0.7726
"bio15",12.5347,3.1529
"bio2",1.0784,0.625
"bio4",13.5497,20.4599
"bio5",0,0
"nitrogen",0.121,0
"ruggedness",39.2547,26.7236
"sand",3.2863,3.6888
"soc",30.1006,44.5773
